ID,primary_source,archive_event_number,link_web,secondary_source,secondary_source_ID,secondary_source_web,host_com_orig ,host_sci_orig,host_com_res,host_sci_res,host_colloq,host_sci_spec_res,family,epidemiological_unit,number_cases,number_susceptible,number_tested,number_deaths,age,sex,country_iso3,country_name,subnational_administration,city,location_detail,date_confirmed,date_reported,date_published,related_to_other_entries,related_ID,test,sampling_type,test_2,sampling_type_2,test_3,sampling_type_3,negative_test,negative_sampling_type,negative_test_2,negative_sampling_type_2,reason_for_testing,symptoms,outcome,living_conditions,source_of_infection,variant,control_measures,original_source,link_original_source
IN_153173_7,WAHIS,IN_153173,https://wahis.woah.org/#/in-review/4199?reportId=153173&fromPage=event-dashboard-url,NA,NA,NA,white tiger,Panthera tigris,tiger,Panthera tigris,tiger,Panthera tigris,Felidae,animal,1,1,1,0,10,m,ARG,Argentina,Córdoba,Córdoba,NA,2021-06-28,2022-01-11,2022-01-11,new,NA,PCR,nasopharyngeal swab,PCR,rectal swab,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,zoo,human,NA,isolation,Delegate of Argentina,NA
20220113.8700842_1,ProMED,20220113.8700842,https://promedmail.org/promed-post/?id=8700842,NA,NA,NA,Indian leopard,Panthera pardus fusca,leopard,Panthera pardus,leopard,Panthera pardus,Felidae,animal,1,NS,1,0,1,m,IND,India,Uttar Pradesh,Bijnor,NA,NS,NA,2022-01-13,new,NA,PCR,nasopharyngeal swab,gene sequencing,nasal swab,immunohistochemistry,lung tissue,NA,NA,NA,NA,symptoms,death,death not related to Sars-CoV-2,wildlife,human,B.1.617.2,NA,bioRxiv,https://www.biorxiv.org/content/10.1101/2022.01.11.475327v1.full
FUR_153478_1,WAHIS,FUR_153478,https://wahis.woah.org/#/in-review/3521?reportId=153478&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,group,7,9,NS,0,NS,NS,CHE,Switzerland,Graubünden,Maienfeld,NA,2022-01-10,2022-01-14,2022-01-14,updated by,FUR_158408_3,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_153478_2,WAHIS,FUR_153478,https://wahis.woah.org/#/in-review/3521?reportId=153478&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHE,Switzerland,Zürich,Birmensdorf,NA,2022-01-10,2022-01-14,2022-01-14,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_153478_3,WAHIS,FUR_153478,https://wahis.woah.org/#/in-review/3521?reportId=153478&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHE,Switzerland,Zürich,Adliswil,NA,2022-01-10,2022-01-14,2022-01-14,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_153478_4,WAHIS,FUR_153478,https://wahis.woah.org/#/in-review/3521?reportId=153478&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,NS,0,NS,NS,CHE,Switzerland,Zürich,Zumikon,NA,2022-01-10,2022-01-14,2022-01-14,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
20220117.8700917_1,ProMED,20220117.8700917,https://promedmail.org/promed-post/?id=8700917,WAHIS,IN_153426,https://wahis.woah.org/#/in-review/4230?reportId=153426&fromPage=event-dashboard-url,ferret,NS,domestic ferret,Mustela putorius furo,ferret,Mustela putorius,Mustelidae,animal,1,1,1,0,NS,NS,SVN,Slovenia,Ljubljana,Ljubljana,NA,2022-01-05,2022-01-12,2022-01-17,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,observed symptoms not specified,NS,pet,NS,NA,NS,WAHIS,https://wahis.woah.org/#/in-review/4230?reportId=153426&fromPage=event-dashboard-url
20220119.8700956_1,ProMED,20220119.8700956,https://promedmail.org/promed-post/?id=8700956,NA,NA,NA,hamster,NS,NA,NA,hamster (unspecified),NA,Cricetidae,survey group,11,2000,NS,2000,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,NS,NA,2022-01-19,updated by,20220122.8701017_1,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,death,pet,NS,NA,culling,Reuters,https://www.reuters.com/world/china/hong-kong-orders-hamster-cull-after-covid-19-hits-pets-2022-01-18/
FUR_153469_1,WAHIS,FUR_153469,https://wahis.woah.org/#/in-review/3449?reportId=153469&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Nevada,NS,NA,2022-01-05,2022-01-19,2022-01-19,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,unrelated symptoms,recovery,pet,human,NS,isolation,Delegate of the United States,NA
FUR_153519_1,WAHIS,FUR_153519,https://wahis.woah.org/#/in-review/4122?reportId=153519&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,survey group,5,NS,213,0,NS,NS,CAN,Canada,Ontario,NS,NA,NS,2022-01-20,2022-01-20,updated by,20220303.8701773_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,subclinical,death not related to Sars-CoV-2,wildlife,NS,NA,NA,Delegate of Canada,NA
FUR_153519_2,WAHIS,FUR_153519,https://wahis.woah.org/#/in-review/4122?reportId=153519&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,animal,1,NS,59,0,NS,NS,CAN,Canada,Saskatchewan,NS,NA,NS,2022-01-20,2022-01-20,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,subclinical,death not related to Sars-CoV-2,wildlife,NS,NA,NA,Delegate of Canada,NA
20220122.8701017_1,ProMED,20220122.8701017,https://promedmail.org/promed-post/?id=8701017,WAHIS,IN_153619,https://wahis.woah.org/#/in-review/4265?reportId=153619&fromPage=event-dashboard-url,hamster,NS,NA,NA,hamster (unspecified),NA,Cricetidae,group,7,69,50,69,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,2022-01-21,2022-01-22,updated by,20220130.8701158_1,PCR,oral swab,PCR,faecal sample,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,death,pet shop,NS,NA,culling,WAHIS,https://wahis.woah.org/#/in-review/4265?reportId=153619&fromPage=event-dashboard-url
20220122.8701017_2,ProMED,20220122.8701017,https://promedmail.org/promed-post/?id=8701017,WAHIS,IN_153619,https://wahis.woah.org/#/in-review/4265?reportId=153619&fromPage=event-dashboard-url,hamster,NS,NA,NA,hamster (unspecified),NA,Cricetidae,animal,1,863,79,863,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,2022-01-21,2022-01-22,updated by,20220130.8701158_4,PCR,oral swab,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,death,warehouse,NS,NA,culling,WAHIS,https://wahis.woah.org/#/in-review/4265?reportId=153619&fromPage=event-dashboard-url
FUR_153746_1,WAHIS,FUR_153746,https://wahis.woah.org/#/in-review/3521?reportId=153746&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHE,Switzerland,St. Gallen,St. Gallen,NA,2022-01-21,2022-01-28,2022-01-28,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_153746_2,WAHIS,FUR_153746,https://wahis.woah.org/#/in-review/3521?reportId=153746&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,2,2,0,NS,NS,CHE,Switzerland,Zürich,Zürich,NA,2022-01-21,2022-01-28,2022-01-28,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_153746_3,WAHIS,FUR_153746,https://wahis.woah.org/#/in-review/3521?reportId=153746&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,5,NS,0,NS,NS,CHE,Switzerland,Zürich,Dürnten,NA,2022-01-21,2022-01-28,2022-01-28,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_153746_4,WAHIS,FUR_153746,https://wahis.woah.org/#/in-review/3521?reportId=153746&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,2,2,0,NS,NS,CHE,Switzerland,Zürich,Dällikon,NA,2022-01-21,2022-01-28,2022-01-28,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
20220130.8701158_1,ProMED,20220130.8701158,https://promedmail.org/promed-post/?id=8701158,NA,NA,NA,Syrian hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,Cricetidae,group,4,NS,16,16,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,NA,2022-01-30,update of,20220122.8701017_1,PCR,swab (unspecified),virus neutralisation test,serum,gene sequencing,swab (unspecified),NA,NA,NA,NA,confirmed human case,subclinical,death,pet shop,NS,Delta AY.127,culling,Preprints with the Lancet / SSRN,https://deliverypdf.ssrn.com/delivery.php?ID=333026086024080024025081028073127093021092066027063087014047063033055063031118052077006046011004086125029080037121092068067065070013095011009087092029003039092000063018109005049089048087096010011117105088041046016117084104002027019116100006127026030109091091103002118069101000087104116081090&EXT=pdf&INDEX=TRUE
20220130.8701158_2,ProMED,20220130.8701158,https://promedmail.org/promed-post/?id=8701158,NA,NA,NA,Syrian hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,Cricetidae,group,3,NS,16,16,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,NA,2022-01-30,living together,20220130.8701158_1,PCR,swab (unspecified),gene sequencing,swab (unspecified),NA,NA,virus neutralisation test,serum,NA,NA,confirmed human case,subclinical,death,pet shop,NS,Delta AY.127,culling,Preprints with the Lancet / SSRN,https://deliverypdf.ssrn.com/delivery.php?ID=333026086024080024025081028073127093021092066027063087014047063033055063031118052077006046011004086125029080037121092068067065070013095011009087092029003039092000063018109005049089048087096010011117105088041046016117084104002027019116100006127026030109091091103002118069101000087104116081090&EXT=pdf&INDEX=TRUE
20220130.8701158_3,ProMED,20220130.8701158,https://promedmail.org/promed-post/?id=8701158,NA,NA,NA,Syrian hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,Cricetidae,animal,1,NS,16,16,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,NA,2022-01-30,living together,20220130.8701158_1,virus neutralisation test,serum,NA,NA,NA,NA,PCR,swab (unspecified),NA,NA,confirmed human case,subclinical,death,pet shop,NS,NA,culling,Preprints with the Lancet / SSRN,https://deliverypdf.ssrn.com/delivery.php?ID=333026086024080024025081028073127093021092066027063087014047063033055063031118052077006046011004086125029080037121092068067065070013095011009087092029003039092000063018109005049089048087096010011117105088041046016117084104002027019116100006127026030109091091103002118069101000087104116081090&EXT=pdf&INDEX=TRUE
20220130.8701158_4,ProMED,20220130.8701158,https://promedmail.org/promed-post/?id=8701158,NA,NA,NA,Syrian hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,Cricetidae,group,2,NS,12,12,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,NA,2022-01-30,update of,20220122.8701017_2,PCR,swab (unspecified),virus neutralisation test,serum,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,death,warehouse,NS,NA,culling,Preprints with the Lancet / SSRN,https://deliverypdf.ssrn.com/delivery.php?ID=333026086024080024025081028073127093021092066027063087014047063033055063031118052077006046011004086125029080037121092068067065070013095011009087092029003039092000063018109005049089048087096010011117105088041046016117084104002027019116100006127026030109091091103002118069101000087104116081090&EXT=pdf&INDEX=TRUE
20220130.8701158_5,ProMED,20220130.8701158,https://promedmail.org/promed-post/?id=8701158,NA,NA,NA,Syrian hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,golden hamster,Mesocricetus auratus,Cricetidae,group,5,NS,12,12,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-18,NA,2022-01-30,living together,20220130.8701158_4,virus neutralisation test,serum,NA,NA,NA,NA,PCR,swab (unspecified),NA,NA,confirmed human case,subclinical,death,warehouse,NS,NA,culling,Preprints with the Lancet / SSRN,https://deliverypdf.ssrn.com/delivery.php?ID=333026086024080024025081028073127093021092066027063087014047063033055063031118052077006046011004086125029080037121092068067065070013095011009087092029003039092000063018109005049089048087096010011117105088041046016117084104002027019116100006127026030109091091103002118069101000087104116081090&EXT=pdf&INDEX=TRUE
FUR_153718_1,WAHIS,FUR_153718,https://wahis.woah.org/#/in-review/4265?reportId=153718&fromPage=event-dashboard-url,NA,NA,NA,hamster,NS,NA,NA,hamster (unspecified),NA,Cricetidae,group,2,62,49,62,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-20,2022-01-31,2022-01-31,connected,20220130.8701158_4,PCR,oral swab,PCR,faecal sample,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,death,pet shop,NS,NA,culling,Delegate of Hong Kong,NA
FUR_153718_2,WAHIS,FUR_153718,https://wahis.woah.org/#/in-review/4265?reportId=153718&fromPage=event-dashboard-url,NA,NA,NA,hamster,NS,NA,NA,hamster (unspecified),NA,Cricetidae,animal,1,1,1,113,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-01-22,2022-01-31,2022-01-31,connected,20220130.8701158_4,PCR,oral swab,PCR,faecal sample,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,death,pet,NS,NA,culling,Delegate of Hong Kong,NA
FUR_153797_1,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,USA,United States,Georgia,NS,NA,2022-01-27,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_153797_2,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,USA,United States,New Jersey,NS,NA,NS,2022-02-01,2022-02-01,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,pet,NS,NA,NS,Delegate of the United States,NA
FUR_153797_3,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,animal,1,NS,NS,0,NS,NS,USA,United States,Indiana,NS,NA,2022-01-03,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,zoo,NS,NA,NS,Delegate of the United States,NA
FUR_153797_4,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,group,7,NS,NS,0,NS,NS,USA,United States,Louisiana,NS,NA,2022-01-13,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,zoo,NS,NA,NS,Delegate of the United States,NA
FUR_153797_5,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,animal,1,NS,NS,0,NS,NS,USA,United States,Missouri,NS,NA,NS,2022-02-01,2022-02-01,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,zoo,NS,NA,NS,Delegate of the United States,NA
FUR_153797_6,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,animal,1,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,2022-01-27,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,zoo,NS,NA,NS,Delegate of the United States,NA
FUR_153797_7,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,tiger,NS,tiger,Panthera tigris,tiger,Panthera tigris,Felidae,group,2,NS,NS,0,NS,NS,USA,United States,Florida,NS,NA,2022-01-10,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,zoo,NS,NA,NS,Delegate of the United States,NA
FUR_153797_8,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,NS,NS,NS,NS,NS,NS,NS,USA,United States,Maine,NS,NA,2022-01-13,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,wildlife,NS,NA,NS,Delegate of the United States,NA
FUR_153797_9,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,NS,NS,NS,NS,NS,NS,NS,USA,United States,Minnesota,NS,NA,2022-01-13,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,wildlife,NS,NA,NS,Delegate of the United States,NA
FUR_153797_10,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,NS,NS,NS,NS,NS,NS,NS,USA,United States,New Jersey,NS,NA,2022-01-13,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,wildlife,NS,NA,NS,Delegate of the United States,NA
FUR_153797_11,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,NS,NS,NS,NS,NS,NS,NS,USA,United States,Tennessee,NS,NA,2022-01-13,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,wildlife,NS,NA,NS,Delegate of the United States,NA
FUR_153797_12,WAHIS,FUR_153797,https://wahis.woah.org/#/in-review/3449?reportId=153797&fromPage=event-dashboard-url,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,NS,NS,NS,NS,NS,NS,NS,USA,United States,Virginia,NS,NA,2022-01-13,2022-02-01,2022-02-01,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,wildlife,NS,NA,NS,Delegate of the United States,NA
20220209.8701357_1,ProMED,20220209.8701357,https://promedmail.org/promed-post/?id=8701357,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,survey group,18,NS,63,0,NS,NS,USA,United States,New York,NS,NA,NS,NA,2022-02-09,new,NA,antibody test,blood,NA,NA,NA,NA,NA,NA,NA,NA,study,NS,NS,wildlife,NS,NA,NS,Nation World News,https://nationworldnews.com/new-york-deer-infected-with-omicron-finds-study/
20220209.8701357_2,ProMED,20220209.8701357,https://promedmail.org/promed-post/?id=8701357,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,animal,1,NS,4,0,NS,NS,USA,United States,New York,NS,NA,NS,NA,2022-02-09,same study,20220209.8701357_1,PCR,swab (unspecified),gene sequencing,NS,antibody test,blood,NA,NA,NA,NA,study,NS,NS,wildlife,NS,B.1.1.529,NS,Nation World News,https://nationworldnews.com/new-york-deer-infected-with-omicron-finds-study/
20220209.8701357_3,ProMED,20220209.8701357,https://promedmail.org/promed-post/?id=8701357,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,survey group,3,NS,64,0,NS,NS,USA,United States,New York,NS,NA,NS,NA,2022-02-09,same study,20220209.8701357_1,PCR,nasal swab,PCR,tonsillar swab,NA,NA,NA,NA,NA,NA,study,NS,NS,wildlife,NS,NA,NS,Nation World News,https://nationworldnews.com/new-york-deer-infected-with-omicron-finds-study/
20220209.8701357_4,ProMED,20220209.8701357,https://promedmail.org/promed-post/?id=8701357,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,survey group,3,NS,4,0,NS,NS,USA,United States,New York,NS,NA,NS,NA,2022-02-09,same study,20220209.8701357_2,PCR,nasal swab,PCR,tonsillar swab,gene sequencing,NS,NA,NA,NA,NA,study,NS,NS,wildlife,NS,B.1.1.529,NS,Nation World News,https://nationworldnews.com/new-york-deer-infected-with-omicron-finds-study/
20220209.8701357_5,ProMED,20220209.8701357,https://promedmail.org/promed-post/?id=8701357,NA,NA,NA,white-tailed deer,NS,white-tailed deer,Odocoileus virginianus,white-tailed deer,Odocoileus virginianus,Cervidae,NS,NS,NS,NS,0,NS,NS,USA,United States,Kansas,NS,NA,NS,NA,2022-02-09,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NS,wildlife,NS,NA,NS,Nation World News,https://nationworldnews.com/new-york-deer-infected-with-omicron-finds-study/
20220214.8701444_1,ProMED,20220214.8701444,https://promedmail.org/promed-post/?id=8701444,WAHIS,IN_153863,https://wahis.woah.org/#/in-review/4299?reportId=153863&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,group,2,5,5,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-02-04,2022-02-07,2022-02-14,updated by,FUR_154213_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/4299?reportId=153863&fromPage=event-dashboard-url
20220214.8701444_2,ProMED,20220214.8701444,https://promedmail.org/promed-post/?id=8701444,WAHIS,IN_154041,https://wahis.woah.org/#/in-review/4315?reportId=154041&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,f,FIN,Finland,Varsinais-Suomi,Turku,NA,2022-02-10,2022-02-11,2022-02-14,updated by,FUR_154185_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,pet,human,NA,NS,WAHIS,https://wahis.woah.org/#/in-review/4315?reportId=154041&fromPage=event-dashboard-url
FUR_154174_1,WAHIS,FUR_154174,https://wahis.woah.org/#/in-review/3521?reportId=154174&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,group,2,2,2,0,NS,NS,CHE,Switzerland,Zürich,Zürich,NA,2022-02-11,2022-02-18,2022-02-18,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_154174_2,WAHIS,FUR_154174,https://wahis.woah.org/#/in-review/3521?reportId=154174&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,CHE,Switzerland,Zürich,Elgg,NA,2022-02-11,2022-02-18,2022-02-18,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Switzerland,NA
FUR_154185_1,WAHIS,FUR_154185,https://wahis.woah.org/#/in-review/4315?reportId=154185&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,f,FIN,Finland,Varsinais-Suomi,Turku,NA,2022-02-10,2022-02-18,2022-02-18,update of,20220214.8701444_2,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,pet,human,B.1.1.529,NS,Delegate of Finland,NA
FUR_154213_1,WAHIS,FUR_154213,https://wahis.woah.org/#/in-review/4299?reportId=154213&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,group,2,5,5,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2022-02-04,2022-02-07,2022-02-22,update of,20220214.8701444_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,negative test,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/4299?reportId=154213&fromPage=event-dashboard-url
FUR_154112_1,WAHIS,FUR_154112,https://wahis.woah.org/#/in-review/3430?reportId=154112&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,5,25000,NS,5,NS,NS,CAN,Canada,British Columbia,Abbotsford,farm1,NS,2022-02-23,2022-02-23,living together,FUR_150231_1,PCR,NS,NS,NS,NA,NA,NA,NA,NA,NA,confirmed animal case,NS,death,farm,animal,NS,isolation,Delegate of Canada,NA
20220224.8701639_1,ProMED,20220224.8701639,https://promedmail.org/promed-post/?id=8701639,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,NS,1,0,11,f,USA,United States,Pennsylvania,NS,NA,NS,NA,2022-02-25,new,NA,PCR,faecal sample,NA,NA,NA,NA,PCR,oropharyngeal swab,NA,NA,symptoms,gastrointestinal,NS,pet,human,Delta AY.3,NS,"MDPI (Multidisciplinary Digital Publishing Institute), Viruses",https://www.mdpi.com/1999-4915/14/2/421/htm
